x,y,cluster,name
0.006538395811254974,0.5093470036397553,1,Japan
0.14855176432394382,0.4304015809512524,2,Tokyo
0.019751251919913455,0.49371405133196655,1,Korea
0.4999477196515855,0.8112314659093521,6,he
0.33876111069145787,0.44644309298283413,2,Canberra
0.06788824490743366,0.5301195485657685,1,Australia
0.032824430551687996,0.45188520046825653,1,China
0.99861428768733,0.07561518095639379,4,fall
0.1780533235715538,0.6211472214633836,6,parent
0.048278979798688615,0.5394053613911625,1,Canada
0.03942380023751872,0.4647228761734036,1,Brazil
0.07299768425917522,0.617507607143791,1,England
0.22210514145715413,0.5077602682905336,2,Seoul
0.3109391786904763,0.4338014475384619,2,Oslo
0.08364040029851495,0.5064074763281216,1,Norway
0.9866339828820224,0.14907728689058664,4,spring
0.5393234708370562,0.9469342570045899,6,people
0.24196180331295605,0.3396946146536968,5,economist
0.9970691568143762,0.18022066021283542,4,summer
0.05035849807453666,0.40336993190524545,1,Iraq
0.9601278536853474,0.8169836489657165,6,man
0.15797761018467074,0.4343320283753529,2,London
0.20671018793362406,0.46091124109726694,2,Manila
0.880320277847182,0.10061480459392866,4,rain
0.0,0.5340273310460474,1,Germany
0.23842386594180387,0.3379520564401076,5,president
0.17607932697357567,0.412639673393093,2,Paris
0.03194751672814705,0.5372810659923191,1,France
0.9749979551217384,0.6274001646838895,6,male
0.8968776832043309,0.055293676732022234,4,cold
0.04821051921135186,0.5055566154352982,1,Italy
0.24620058639212108,0.6041380502804408,7,automobile
0.49419666901622805,0.2570707502448997,6,she
0.5078116770668654,0.8607811471193394,6,him
0.5602939208935306,0.11113236593066601,7,van
0.12222274616795774,0.4038911080824082,2,Moscow
0.06162305824096364,0.4238425824152364,1,Greece
0.24156092895429915,0.4986500094068608,2,Athens
0.3070660712457935,0.569098577120983,2,Baghdad
0.7667958031499617,0.34317013934038937,7,jet
0.770189801950002,0.4337407558995808,5,pilot
0.9017706038432388,0.1612829813471241,4,water
0.7236223889809891,0.15320270371751915,7,ship
0.838755910964585,0.045966182313851814,4,air
0.7204244303133052,0.538273980605756,5,designer
0.18166158389640114,0.5813863978291237,2,Delhi
0.7746699216360933,0.6415881316319579,5,professor
0.7751785785853793,0.2800840428389404,7,car
0.1928997357078653,0.5022970378469215,2,Berlin
0.7428707125905352,0.27262190644359835,7,truck
0.052489156930587796,0.47953319345268414,1,India
0.7611929335562809,0.5083345974123342,7,vehicle
0.7156569288744409,0.15487163134684676,7,vessel
0.32341273122582,0.5505611938516725,4,monsoon
0.9592870697691603,0.8349468351702316,6,person
0.08911953799607292,0.4850439076336961,1,Kenya
0.8000245273649409,0.6980567195402374,5,teacher
0.09002232008833275,0.5326848879509516,1,Sweden
0.34742880210658966,0.6758344308004125,2,Rome
0.8882598808592095,0.14670080663059987,4,fire
0.9119108906863952,0.11423983013595443,4,heat
0.8637746314712204,0.8544294692778621,5,farmer
0.2956503986730416,0.5446523119528054,2,Taipei
0.3410953559883496,0.48384616116008033,2,Beijing
0.5493680335392812,0.7055000069990214,3,bear
0.34926259976510343,0.4448185541148919,2,Lisbon
0.6299075811868816,1.0,6,son
0.9074439304809927,0.4823593894423594,3,cat
0.896235613778591,0.46925550662305504,3,mouse
0.8404483065949672,0.13582811319327837,4,cloud
0.9087477359212182,0.17434651811016566,4,dust
0.45954163662669734,0.22290513790669048,6,her
0.796567725846561,0.0,4,atmosphere
0.75068195013894,0.21564867589522105,7,plane
0.07048307995466552,0.46019670265102686,1,Nigeria
0.8530855536837532,0.0994480809520007,4,sun
0.2638918748829503,0.6109741528345024,7,cycle
0.7914729507675259,0.5986963772625657,5,police
0.7891095594371244,0.15282147275078528,4,flood
0.7775361071864845,0.6613926766995363,5,lawyer
0.9961922802381625,0.14908436074417117,4,autumn
0.9603337196626107,0.27455201641803123,3,turkey
0.27767651471098087,0.4675348003223248,1,Jamaica
0.3218225869579825,0.404364228715338,2,Bangkok
0.9429479709965491,0.44250703797809815,3,snake
0.8413255295713234,0.09741409493718975,4,sky
0.9371196954777723,0.2731747939096366,4,hurricane
