x,y,cluster,name
0.9941796764717714,0.05495523897099386,1,Japan
0.9422720493811865,0.21876046227485738,2,Tokyo
0.9492751107840488,0.0750135375164697,1,Korea
0.6027031236704935,0.8951437641365354,6,he
0.7030105456232335,0.4287626780725708,2,Canberra
0.962486778363903,0.1251334079260275,1,Australia
0.9221509532572665,0.06499456792319303,1,China
0.417152872196844,0.0,4,fall
0.673084585005285,0.14940721790484462,6,parent
0.990546374432462,0.12503390103886022,1,Canada
0.9301781018020588,0.05164923714023369,1,Brazil
0.856541109631261,0.25235230950488957,1,England
0.7734989994100775,0.22676562064527261,2,Seoul
0.7642042826886373,0.39185265086763765,2,Oslo
0.9232049014487459,0.13146187941114243,1,Norway
0.4048662002468632,0.08772847759708605,4,spring
0.4916015419872168,0.8003970532971378,6,people
0.9070146053018983,0.38111014962754863,5,economist
0.42077859905306203,0.08601208788015278,4,summer
0.8785448314483935,0.06841090165813452,1,Iraq
0.224166008922535,0.7681658565806819,6,man
0.9436088542506647,0.22322110205501294,2,London
0.875478444327433,0.19333336331030357,2,Manila
0.22230218545500763,0.09274021066648881,4,rain
1.0,0.07881699051370457,1,Germany
0.912624655418619,0.3807677168681827,5,president
0.9285712124173547,0.2553925446775515,2,Paris
0.9740918680752182,0.10361887396674176,1,France
0.0,0.6822188020719748,6,male
0.3210065941741849,0.0761309290804007,4,cold
0.9537081193217279,0.10291760022029746,1,Italy
0.6026366906231498,0.16837864310743275,7,automobile
0.5994868794731496,0.8970092060108156,6,she
0.5407187407768964,0.8823185337864186,6,him
0.09897116001143531,0.8061443879073237,7,van
0.83798636128826,0.12288222073392119,2,Moscow
0.8646694119251236,0.09605603828192327,1,Greece
0.7558642918098307,0.25633627798776926,2,Athens
0.6828346805072409,0.288375913537758,2,Baghdad
0.12108188318108201,0.40325957916164246,7,jet
0.14378491428677215,0.5043389374446415,5,pilot
0.1519208709778368,0.13096030641126621,4,water
0.7140165897488753,0.7043214258978874,7,ship
0.2729184178325381,0.03691788783267258,4,air
0.5871065016805852,0.6409899219924293,5,designer
0.7378397439799946,0.16099792584347078,2,Delhi
0.1397510914636382,0.6692690965166012,5,professor
0.23920508818043587,0.2928443556570998,7,car
0.8517227110949243,0.18616098182571242,2,Berlin
0.307314328355127,0.2386774901848322,7,truck
0.9316523743050075,0.09431579189287832,1,India
0.11432879124963553,0.44364062933651227,7,vehicle
0.3311256182705833,0.29842556789080127,7,vessel
0.6388519223039522,0.29102927509274334,4,monsoon
0.21644309596513583,0.7579707306528427,6,person
0.9015641404663771,0.14312200485310494,1,Kenya
0.13708845599415842,0.6218755649305754,5,teacher
0.9415709600002564,0.14755616081278894,1,Sweden
0.7874836721027128,0.3256976494474787,2,Rome
0.17731250910072227,0.1054464490988132,4,fire
0.3211242582800107,0.10785056047358288,4,heat
0.33610520417125483,0.7191110720855369,5,farmer
0.6788082762190695,0.24077836785223086,2,Taipei
0.6841220566617643,0.34083497020080994,2,Beijing
0.558461838201708,0.035159613626831177,3,bear
0.7328248098950351,0.3526451511959271,2,Lisbon
0.41810031167637346,1.0,6,son
0.24491245149693305,0.4874201386451526,3,cat
0.2258112592978675,0.5055596288151628,3,mouse
0.2361234234166879,0.12419612799133736,4,cloud
0.18149308718928045,0.15606045655425224,4,dust
0.5416384210509452,0.9059031232588897,6,her
0.5144583018702007,0.12959073358558956,4,atmosphere
0.28779074248720915,0.27507954513944666,7,plane
0.8925603887436927,0.11577243282847953,1,Nigeria
0.2241190723369017,0.07197941015148444,4,sun
0.5603740401296904,0.16249922663580374,7,cycle
0.047556725313589995,0.504880234093491,5,police
0.2794534706995015,0.19604311071352767,4,flood
0.1620748071358919,0.6614407647991098,5,lawyer
0.4230156353523497,0.09519353423399142,4,autumn
0.4839778246772781,0.15817787568034195,3,turkey
0.7400044698119475,0.26973519260494794,1,Jamaica
0.7767652241510117,0.4054001513337379,2,Bangkok
0.22837799674100687,0.3875080844141489,3,snake
0.2669412281142093,0.09338521514180065,4,sky
0.46616850514606906,0.2060368788345021,4,hurricane
0.2760066155352933,0.1171691098313721,4,storm
0.32957082328916215,0.8639585971410798,6,grandfather
0.632146025071533,0.16907044496398976,7,railroad
0.6922976248583491,0.3558833551124349,1,Iceland
0.5713453680038365,0.2185701251680064,7,ferry
0.6357561636588446,0.35043140607228496,1,Russia
0.14502221199262472,0.5655984539877239,5,model
0.49558655022726433,0.7653548369798236,6,host
0.40346299882193487,0.9381177493723779,6,father
0.28268248705961846,0.2804933859562391,7,bus
0.00034511540872876807,0.6817269882412836,6,female
0.5498233614338714,0.3678164083775973,7,shuttle
0.20381936174431964,0.6451065510588158,5,scientist
0.27439359373236594,0.7344928300499808,6,gentleman
0.5458568706047294,0.6090204075718829,5,engineer
0.4801927457319615,0.7737660792096472,5,prince
0.3628270029688381,0.9647460005517428,6,wife
0.7094474041446959,0.7021077015915856,7,boat
0.22493142639157832,0.12320734595646897,4,snow
0.68697006205046,0.4515733088055102,2,Stockholm
0.2405186494937595,0.38077888328957954,3,bull
0.25281695167725643,0.1709277056234881,4,lightning
0.6613101773577235,0.47008536083820274,4,cyclone
0.7168445779988415,0.400964329986821,2,Cairo
0.6593482619000065,0.4515075409982947,2,Helsinki
0.23733347235854763,0.16397723282421617,4,ice
0.4272494226270389,0.6815499992131046,6,steward
0.32150346245767386,0.17518044678842146,4,fog
0.3310965226607539,0.8041864962242756,5,nurse
0.48642948804899383,0.2772361924618079,7,submarine
0.6522286934513606,0.3728372011535471,4,blizzard
0.399208299467076,0.701644045295535,6,landlord
0.24809862103364266,0.2449409199715652,7,train
0.33450146555005034,0.545856633141589,3,lion
0.571412913608913,0.32122451926307616,4,typhoon
0.4609137138494391,0.41271629320774317,7,taxi
0.7040112824034664,0.47389685811375415,7,bicycle
0.2383352415923567,0.46716021970287996,3,dog
0.11545267036997084,0.3918920122948878,7,cruise
0.6182706589510343,0.47109104430521254,3,beetle
0.3667157260124542,0.23762153059245572,3,seal
0.05176784533703021,0.6052254813572806,6,hero
0.28575227415701054,0.9110823942839247,6,girlfriend
0.09667944238962448,0.7288665482742883,5,actor
0.1373638718860399,0.6376814054269474,5,student
0.15354168958535597,0.7075168668337216,5,artist
0.2849102370620216,0.9580468555032597,6,friend
0.24523892043805937,0.6962277730133825,6,girl
0.3963206781226291,0.9313277158156579,6,mother
0.23674365210159484,0.7521428495891366,6,woman
0.3439224798253231,0.9353409243348798,6,husband
0.5072645080198501,0.5975867373223854,5,mayor
0.6427875018290449,0.5167927239897948,5,physicist
0.10175957680795973,0.7242227825140003,5,actress
0.26354362365571876,0.7258861712822458,6,lady
0.3863241288316933,0.5111878799112582,3,elephant
0.41352813685207757,0.19557483296790576,7,airplane
0.6780994879386282,0.5031624537782182,5,programmer
0.2950684454417709,0.7055250928474199,5,doctor
0.2050865115992599,0.18841699864079423,4,thunder
0.2504560774667719,0.6935037574050403,6,boy
0.5813974606270269,0.5435830506546679,5,accountant
0.08586012995386356,0.3701414846377604,3,fox
0.39107628568061653,0.972871633034588,6,daughter
0.45517247404002287,0.9910172343430493,5,king
0.05520587124307057,0.6031075792688934,6,heroine
0.3755764918153133,0.750185028685046,5,carpenter
0.294206622620061,0.4124581248788951,3,tiger
0.3737053432676728,0.8630301853934048,6,grandmother
0.2058438741503174,0.8658962543692476,5,queen
0.28590815684607507,0.9098941404932328,6,boyfriend
0.23552144067859968,0.5588489726101256,3,gorilla
0.2927715700023105,0.15617830768179014,4,mist
0.3413091262131775,0.3994128552406281,3,rabbit
0.3606206185251365,0.8488462905039871,6,niece
0.6112896083903586,0.5815867085111863,3,crocodile
0.5085445101417203,0.4798720657854603,3,parrot
0.17574105245469396,0.8569842468523556,5,princess
0.2613815679623247,0.8486130946566968,6,bride
0.33611294757307547,0.6021366085504811,5,musician
0.36343841574626995,0.3988610624887431,3,hawk
0.18169094445648973,0.45145690989563936,3,shark
0.5518358537661237,0.5173811469338682,5,nun
0.4505764126012027,0.4737867545757972,3,swan
0.24729188762063242,0.5875599820437949,5,dancer
0.27173821658953523,0.5116951901701519,3,worm
0.25509564792336203,0.5775919649729097,5,chef
0.2877198681093959,0.6267540545309399,5,waitress
0.1822084306598838,0.8521706948636711,5,singer
0.4160573321470798,0.5979391290974043,5,monk
0.3802154214386493,0.8701318129014052,6,uncle
0.18925911843417378,0.44326936664241035,3,monkey
0.8187834145589483,0.460224520845194,3,bee
0.5605177558873885,0.5707123585638667,5,astronomer
0.603089644027808,0.5093749102252195,5,instructor
0.4431728534667121,0.3033114892816927,7,motorcycle
0.5980492946739991,0.35214570989170907,3,cobra
0.6087554332869441,0.4074585408093566,3,dolphin
0.3844651561158812,0.48893321872138396,3,eagle
0.43122106504350727,0.4755121790184691,3,owl
0.4833512072408461,0.5344366315578057,3,frog
0.4490961647731824,0.27946804867160807,7,subway
0.386758689431912,0.8651954386042923,6,aunt
0.3847693694521196,0.657534286784178,5,waiter
0.5305711194965329,0.4935240626388777,5,magician
0.58358583943638,0.48020241657679824,5,dentist
0.6080499070257754,0.4305331012782763,7,glider
0.6619281497755481,0.5348861237354403,6,stewardess
0.318626610672081,0.2341892715920994,7,cart
0.6266631492041385,0.5285754011147603,5,firefighter
0.4240162030238073,0.6916826356484964,6,landlady
0.36645362966175044,0.838693507046545,6,nephew
0.4639086716487892,0.3503444811856625,4,rainbow
0.7081820254816663,0.550254979112297,7,trolley
0.741981329145132,0.5107204656689166,3,yak
0.5150514108478117,0.3351068125246113,7,canoe
0.5586952795154446,0.4619062921577165,7,bike
0.640874614565499,0.41657763090172645,3,alligator
0.5669362794574136,0.42600017120180755,3,goldfish
0.2877453768330946,0.18001388766413537,4,breeze
0.5689052485311568,0.4064513645725006,3,cockroach
0.5879241915621485,0.4375286240512393,3,turtle
0.620580996339062,0.45988397871668424,6,hostess
0.3618340585429659,0.48799252890633443,3,ox
0.4535742296739262,0.6657817048718989,6,bridegroom
0.5857733059483923,0.439215310337833,3,giraffe
0.5112715849550865,0.3992600309811987,3,peacock
0.6020643686742192,0.39149607897066413,3,cuttlefish
