x,y,cluster,name
0.7049922055528642,0.9726211679652916,1,Japan
0.6164056051738255,0.9316119081032321,2,Tokyo
0.7646823897686624,0.9684645350207508,1,Korea
0.06946462302050964,0.3188540354971823,6,he
0.9947767884209343,0.5459769706276673,2,Canberra
0.7744558357501515,0.9163195843053727,1,Australia
0.738145739777894,0.9578213335412897,1,China
0.060335829322307875,0.5746296342392782,4,fall
0.8528282413863265,0.9079530527987599,6,parent
0.7813100322039674,0.9271772190612926,1,Canada
0.7202468323347219,0.9753803617675412,1,Brazil
0.695945074507851,0.9014318877230411,1,England
0.8144138310870217,0.6605858495535262,2,Seoul
0.9277225086563001,0.7695857762697843,2,Oslo
0.7987465704923128,0.8616922991494559,1,Norway
0.0462006166099325,0.620576038061591,4,spring
0.130301180576689,0.371047347389654,6,people
0.9243193225570809,0.800472131811863,5,economist
0.025326371013329133,0.6359197431622439,4,summer
0.7361412453888169,0.8697022904563679,1,Iraq
0.1873641073214434,0.26715471433788573,6,man
0.616687792610609,0.9345876457885172,2,London
0.8209801323515764,0.5812544366255777,2,Manila
0.1170313526117627,0.6915174634634418,4,rain
0.7588654502816302,1.0,1,Germany
0.9171844161287075,0.8209427526905227,5,president
0.6012240348767418,0.9363677792449997,2,Paris
0.7363456688675557,0.9243743117681852,1,France
0.33365774715068564,0.41315106816710917,6,male
0.11266510836586986,0.6501762552321284,4,cold
0.754644185695615,0.9117871763548003,1,Italy
0.49832905497160146,0.5569595184788175,7,automobile
0.068648349666845,0.3181619132035021,6,she
0.09778147176035988,0.37412328144403434,6,him
0.6123473617684967,0.058518329813044674,7,van
0.6070083626716519,0.893892670476957,2,Moscow
0.7882070260098101,0.7323882283681539,1,Greece
0.8177417313620494,0.6149582126008347,2,Athens
0.8584829307984555,0.6842859378421575,2,Baghdad
0.6578028233459438,0.05061882984838096,7,jet
0.5176502071880793,0.23678265486978295,5,pilot
0.19227775818946716,0.7131682441528798,4,water
0.2584500930722718,0.659173549129873,7,ship
0.1344968986046909,0.7114620080371898,4,air
0.7066061201469143,0.5119588448254193,5,designer
0.85627567286828,0.638045071764105,2,Delhi
0.5369324430887633,0.3422184938224068,5,professor
0.25636186797530963,0.6886368553859372,7,car
0.7302810611906776,0.7717063919089177,2,Berlin
0.3045091401542643,0.5932110315879037,7,truck
0.7583856380468695,0.8921338606745515,1,India
0.4435325749027239,0.47801218372669235,7,vehicle
0.2474129989598901,0.622740258397429,7,vessel
0.71349207909544,0.6676711558325676,4,monsoon
0.18114452111682017,0.28763610148597146,6,person
0.8011875029063624,0.8338873856921587,1,Kenya
0.4665863696359341,0.32553584166812594,5,teacher
0.8000237178796671,0.8461611939435948,1,Sweden
0.8741059970250621,0.5951659015101324,2,Rome
0.19812909723526198,0.7009548993401676,4,fire
0.15341006326402995,0.7333222696932213,4,heat
0.4233505625442331,0.2100445464188968,5,farmer
0.769206390877642,0.6682367679328448,2,Taipei
0.7830398127998458,0.6034102136647544,2,Beijing
0.05581153782234623,0.5354274496178627,3,bear
0.8561129950553087,0.5378642732881282,2,Lisbon
0.24569655280397018,0.06836676824269067,6,son
0.5383408589726006,0.19038348024315577,3,cat
0.5851877628455333,0.20680470004668575,3,mouse
0.16348188205534808,0.6334053057429039,4,cloud
0.17915973799669851,0.756644407092752,4,dust
0.087495901661056,0.3761891200972567,6,her
0.09706200848137875,0.7525318792980217,4,atmosphere
0.24228025986853527,0.5950939842229328,7,plane
0.7663971995321566,0.8158917882869254,1,Nigeria
0.1484399431226095,0.6751285337646572,4,sun
0.4556955776396589,0.5136138693571953,7,cycle
0.34017394419823344,0.2405969648345963,5,police
0.2221159809809603,0.5968111302163315,4,flood
0.4591760705273363,0.2755062931760477,5,lawyer
0.022915537232146146,0.6422487908182608,4,autumn
0.9333105729590664,0.18386827708704612,3,turkey
0.8126671685721613,0.6274351830544315,1,Jamaica
0.7886210018999026,0.5587047768814686,2,Bangkok
0.7495598123995771,0.09891190180187487,3,snake
0.16561484306035204,0.6706430987777803,4,sky
0.6218788375021117,0.6658075555015549,4,hurricane
0.1571700378508948,0.6275628856317562,4,storm
0.44507420176326185,0.07874690545909914,6,grandfather
0.7251490833946,0.5892040254184918,7,railroad
