x,y,name
0.4112394886763036,0.9694670773192431,"Lord of the Rings: The Two Towers, The (2002)"
0.53971264173939,0.8791997171204126,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
0.5001928332057622,0.2281726513181962,Pulp Fiction (1994)
0.18342438909604197,0.5019892346476951,Apollo 13 (1995)
0.6777636127478954,0.605610090458205,Gladiator (2000)
1.0,0.23549017380410156,True Lies (1994)
0.3363084327562776,0.5785414700868429,Schindler's List (1993)
0.4825766428009502,0.41178587358629315,Toy Story (1995)
0.6002895111272712,0.7744589942436898,"Sixth Sense, The (1999)"
0.5034414180137524,0.5052222462333467,Saving Private Ryan (1998)
0.7509975184285719,0.5693991880471321,"Princess Bride, The (1987)"
0.6940906095130284,0.2902821201820096,Braveheart (1995)
0.18422408641512056,0.36781568833665795,Indiana Jones and the Last Crusade (1989)
0.6502262794974307,0.023761594390757482,"Fugitive, The (1993)"
0.3087211498418462,0.4764765164344786,Forrest Gump (1994)
0.5394876439080438,0.34210279590492976,Star Wars: Episode VI - Return of the Jedi (1983)
0.4420465328294301,0.0,Shrek (2001)
0.8750416697271551,0.7139801647606503,"Matrix, The (1999)"
0.752152231021288,0.38708448683370844,Terminator 2: Judgment Day (1991)
0.6666758342836081,1.0,"Lord of the Rings: The Return of the King, The (2003)"
0.6890499352062748,0.8467712983626894,"Godfather, The (1972)"
0.40899317048543615,0.3037808210249996,Back to the Future (1985)
0.6084605873345965,0.548378162158055,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
0.7016863194338967,0.17441931561811141,Men in Black (a.k.a. MIB) (1997)
0.6000264891505824,0.2598915060183198,"Lion King, The (1994)"
0.9638374902244399,0.43946093349183174,Jurassic Park (1993)
0.4900302764011581,0.750586556577393,Star Wars: Episode IV - A New Hope (1977)
0.260625074157989,0.07116631258917662,"Shawshank Redemption, The (1994)"
0.855043067304046,0.29926432436416,Aladdin (1992)
0.2820071987673405,0.23836412666517945,Star Wars: Episode V - The Empire Strikes Back (1980)
0.8556728078067548,0.8801834361232529,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
0.5680233991928287,0.45553761856670383,Monty Python and the Holy Grail (1975)
0.40819812206213885,0.14770432798370192,"Silence of the Lambs, The (1991)"
0.0,0.5706131353541999,"Dark Knight, The (2008)"
0.30575347175714807,0.36233788074656836,Memento (2000)
0.3776746813242183,0.8089722159423365,"Usual Suspects, The (1995)"
0.1129620603573742,0.21873634176788853,Fight Club (1999)
0.009626911780493044,0.3833765346527287,Inception (2010)
0.6446191420174097,0.3990233180716521,American Beauty (1999)
0.5365791779655469,0.5842084723134764,Blade Runner (1982)
0.42311757111439563,0.5252868356038395,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
0.6521945280793305,0.6928691200161209,Alien (1979)
0.8770702085463904,0.5779498570409797,"Terminator, The (1984)"
0.2699462431438135,0.6991881261068689,Independence Day (a.k.a. ID4) (1996)
0.6862872364504007,0.48034328620072925,Die Hard (1988)
0.3861251690469789,0.6878569481217974,Groundhog Day (1993)
0.09638494552109012,0.7308852294716005,Batman (1989)
0.8209165370736768,0.04325017988599606,Dances with Wolves (1990)
0.2067973004996379,0.8611940173810337,Ace Ventura: Pet Detective (1994)
0.18945255700069696,0.6223535061278039,Beauty and the Beast (1991)
0.4014223626926405,0.42686126567666294,Seven (a.k.a. Se7en) (1995)
0.8247397241538844,0.4642567729140218,Fargo (1996)
0.5589670884767541,0.6696451614418363,Good Will Hunting (1997)
0.4573883188994606,0.6148208561596619,Titanic (1997)
0.8417862362107686,0.1781569290888593,Speed (1994)
0.5678585607317786,0.13019610327299613,Mission: Impossible (1996)
0.7673722878948571,0.7304211358636293,One Flew Over the Cuckoo's Nest (1975)
