x,y,title
0.6372433650801026,1.0,"Lord of the Rings: The Two Towers, The (2002)"
0.4290975475868759,0.7694459117904626,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
0.2971468397982712,0.8191094947577733,Finding Nemo (2003)
0.6115198139284966,0.8428211356430262,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
0.17961133846973074,0.6189781296359894,Pulp Fiction (1994)
0.6522824576283277,0.7495961562983791,Eternal Sunshine of the Spotless Mind (2004)
0.48315798974852425,0.73625387183868,Minority Report (2002)
0.7434850260709795,0.7898420327156113,"Monsters, Inc. (2001)"
0.0893155440482378,0.3745552169386312,Apollo 13 (1995)
0.45792265461813597,0.6621490751134067,Gladiator (2000)
0.07405433866589747,0.2927563570962491,True Lies (1994)
1.0,0.543096048263112,Schindler's List (1993)
0.6565686135221838,0.2585079599102309,Toy Story (1995)
0.5700003982731175,0.5229870956905941,"Sixth Sense, The (1999)"
0.42691621606385566,0.7246021140659239,Cast Away (2000)
0.6296518472474635,0.41476722580125686,Saving Private Ryan (1998)
0.5176305101496802,0.6304235266558555,"Truman Show, The (1998)"
0.6022038424393364,0.4700326524622342,"Princess Bride, The (1987)"
0.3963705731425929,0.28959596027646317,"Rock, The (1996)"
0.42904576545255946,0.8184012184689821,"Incredibles, The (2004)"
0.5623535464630139,0.3327673927648514,Braveheart (1995)
0.43251816080338107,0.5254645562140936,Indiana Jones and the Last Crusade (1989)
0.22865079757771456,0.26993210093042636,"Fugitive, The (1993)"
0.4389379349947209,0.6006294890743553,Toy Story 2 (1999)
0.19034596569749476,0.3805608536036093,Forrest Gump (1994)
0.6920105060311862,0.831785690254042,Batman Begins (2005)
0.4767061216911579,0.8548237543821856,"Bourne Identity, The (2002)"
0.3684747218810031,0.8167261340882436,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)
0.3039668161596215,0.7388321282111576,Spider-Man (2002)
0.3398678894658988,0.4296695129346461,Star Wars: Episode VI - Return of the Jedi (1983)
0.36500907887700984,0.7022947287312367,Shrek (2001)
0.3109923327386814,0.8969383324793055,X-Men (2000)
0.3701240432495968,0.7653398512717197,"Beautiful Mind, A (2001)"
0.40187898336093403,0.8713194653171484,Ocean's Eleven (2001)
0.6484966621689912,0.36427817953026337,"Matrix, The (1999)"
0.1596346005896033,0.0,Terminator 2: Judgment Day (1991)
0.6315644199873285,0.9322199437323758,"Lord of the Rings: The Return of the King, The (2003)"
0.7855682686526655,0.4177136523217315,"Godfather, The (1972)"
0.4049906087623162,0.42047182880979955,Back to the Future (1985)
0.7270099759726231,0.3456527594731548,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
0.027540387201018694,0.1405080222476352,Clear and Present Danger (1994)
0.3877503678192776,0.36587313031415214,Men in Black (a.k.a. MIB) (1997)
